idx,시점,지역동,65세이상총합,65세이상남자,65세이상여자,총인구,총인구남자,총인구여자
3764,2024-04-01,창선동,81,36,44,225,113,112
3765,2024-04-01,천성동,271,128,143,806,427,378
3766,2024-04-01,철마면,2845,1309,1536,7557,3803,3754
3767,2024-04-01,청룡동,2806,1276,1530,8623,4209,4414
3768,2024-04-01,청학동,6752,2946,3806,21933,10773,11160
3769,2024-04-01,초량동,7166,3059,4107,27864,13615,14249
3770,2024-04-01,초읍동,6322,2697,3625,20398,9800,10598
3771,2024-04-01,초장동,1583,674,909,3815,1918,1897
3772,2024-04-01,충무동,684,290,393,2382,1131,1251
3773,2024-04-01,칠산동,1214,519,694,3393,1637,1755
3774,2024-04-01,토성동,2052,873,1180,7149,3394,3755
3775,2024-04-01,하단동,9315,4096,5219,46313,23240,23073
3776,2024-04-01,학장동,6386,2832,3554,26393,13034,13359
3777,2024-04-01,화명동,13533,6245,7288,84957,41409,43548
3778,2024-04-01,화전동,540,252,288,3796,2062,1735
3779,2024-04-01,회동동,788,375,412,2224,1160,1064
3780,2024-05-01,가야동,8865,3880,4985,34681,17146,17535
3781,2024-05-01,감만동,4545,1982,2563,14636,7361,7275
3782,2024-05-01,감전동,3430,1580,1850,11983,6340,5643
3783,2024-05-01,감천동,7309,3171,4138,22279,11033,11246
3784,2024-05-01,강동동,1687,799,888,5002,2634,2368
3785,2024-05-01,개금동,12531,5447,7084,54872,26348,28524
3786,2024-05-01,거제동,13935,6055,7880,70466,33752,36714
3787,2024-05-01,광복동,81,37,44,223,112,111
3788,2024-05-01,광안동,15179,6350,8829,65979,30403,35576
3789,2024-05-01,괘법동,4626,2234,2392,24389,12532,11857
3790,2024-05-01,괴정동,16167,6968,9199,59438,28592,30846
3791,2024-05-01,구랑동,26,12,14,185,100,84
3792,2024-05-01,구서동,11277,4999,6278,49747,23621,26126
3793,2024-05-01,구평동,2021,965,1056,12424,6358,6066
3794,2024-05-01,구포동,13686,6348,7338,56817,28928,27889
3795,2024-05-01,금곡동,9918,4233,5685,35281,16987,18294
3796,2024-05-01,금사동,1763,841,922,4944,2586,2358
3797,2024-05-01,금성동,298,137,161,914,452,462
3798,2024-05-01,기장읍,12861,5375,7486,51721,25292,26429
3799,2024-05-01,낙민동,4381,1904,2477,18810,9047,9764
3800,2024-05-01,남부민동,4910,2098,2812,12378,6154,6224
3801,2024-05-01,남산동,7289,3152,4137,26347,12822,13525
3802,2024-05-01,남천동,6517,2783,3734,30056,13871,16185
3803,2024-05-01,남포동,328,170,158,810,479,331
3804,2024-05-01,남항동,1219,517,703,3397,1699,1699
3805,2024-05-01,노포동,247,112,135,755,368,387
3806,2024-05-01,녹산동,199,92,106,1387,753,634
3807,2024-05-01,눌차동,228,108,120,671,355,315
3808,2024-05-01,다대동,14586,6602,7984,61663,30554,31109
3809,2024-05-01,당감동,10814,4581,6233,42627,20322,22305
3810,2024-05-01,당리동,6161,2835,3326,24095,11724,12371
3811,2024-05-01,대교동,1219,516,703,3397,1698,1699
3812,2024-05-01,대연동,18604,7992,10612,96097,46861,49236
3813,2024-05-01,대저1동,2362,1192,1170,5814,3218,2596
3814,2024-05-01,대저2동,1855,902,953,6520,3677,2843
3815,2024-05-01,대창동,82,37,45,223,112,111
3816,2024-05-01,대청동,1768,735,1033,5737,2732,3005
3817,2024-05-01,대평동,1219,516,702,3397,1698,1698
3818,2024-05-01,대항동,182,86,96,537,284,252
3819,2024-05-01,덕천동,9875,4185,5690,34169,16786,17383
3820,2024-05-01,덕포동,5412,2494,2918,23716,11998,11718
3821,2024-05-01,동광동,937,406,531,2438,1229,1209
3822,2024-05-01,동대신동,5760,2399,3361,19127,9160,9967
3823,2024-05-01,동삼동,12501,5472,7029,41811,20507,21304
3824,2024-05-01,동선동,412,195,217,1209,641,568
3825,2024-05-01,두구동,645,303,342,1649,879,770
3826,2024-05-01,만덕동,13664,6304,7360,60050,29168,30882
3827,2024-05-01,망미동,10520,4557,5963,35925,17189,18736
3828,2024-05-01,명륜동,3936,1748,2188,26253,12867,13386
3829,2024-05-01,명장동,7533,3353,4180,27095,13105,13990
3830,2024-05-01,명지동,7459,3517,3942,84346,42255,42091
3831,2024-05-01,모라동,10503,4485,6018,35374,17361,18013
3832,2024-05-01,문현동,11171,4729,6442,44202,21646,22556
3833,2024-05-01,미음동,52,24,28,370,200,169
3834,2024-05-01,민락동,6259,2743,3516,27495,13208,14287
3835,2024-05-01,반송동,12249,5070,7180,33514,16473,17041
3836,2024-05-01,반여동,15451,6765,8686,68123,33295,34828
3837,2024-05-01,범방동,119,55,63,832,452,380
3838,2024-05-01,범일동,7182,3122,4060,26769,13159,13610
3839,2024-05-01,범전동,1572,733,839,7902,3903,3999
3840,2024-05-01,범천동,7682,3323,4359,33682,15952,17730
3841,2024-05-01,보수동,3143,1316,1827,10239,4885,5354
3842,2024-05-01,복천동,1809,774,1036,5036,2433,2603
3843,2024-05-01,봉래동,4362,1836,2526,13509,6606,6903
3844,2024-05-01,봉림동,440,211,229,944,510,435
3845,2024-05-01,부곡동,13785,5840,7945,51119,24341,26778
3846,2024-05-01,부민동,988,426,562,4449,2101,2348
3847,2024-05-01,부암동,8813,3897,4916,43720,21297,22423
3848,2024-05-01,부용동,637,275,362,2872,1356,1516
3849,2024-05-01,부전동,3141,1450,1691,20099,9923,10176
3850,2024-05-01,부평동,1505,617,888,4158,1967,2191
3851,2024-05-01,사직동,9596,4135,5461,51790,24992,26798
3852,2024-05-01,삼락동,1611,732,879,5176,2716,2460
3853,2024-05-01,생곡동,105,49,56,740,401,338
3854,2024-05-01,서대신동,6668,2824,3844,29416,13866,15550
3855,2024-05-01,서동,7934,3519,4415,23046,11574,11472
3856,2024-05-01,석대동,45,18,26,122,61,61
3857,2024-05-01,선동,164,77,87,421,224,197
3858,2024-05-01,성북동,366,174,193,1074,570,505
3859,2024-05-01,송정동_강서구,398,186,213,2776,1508,1269
3860,2024-05-01,송정동_해운대구,2803,1180,1623,9262,4478,4784
3861,2024-05-01,수안동,2762,1200,1562,11864,5705,6158
3862,2024-05-01,수영동,4736,2010,2726,13885,6600,7285
3863,2024-05-01,수정동,7531,3053,4478,21140,10068,11072
3864,2024-05-01,식만동,183,88,95,393,212,181
3865,2024-05-01,신선동,2975,1229,1746,7194,3570,3624
3866,2024-05-01,신창동,82,37,45,223,112,111
3867,2024-05-01,신평동,7353,3396,3957,32776,16587,16189
3868,2024-05-01,신호동,1987,927,1061,13879,7536,6344
3869,2024-05-01,아미동,2440,1033,1407,6380,3161,3219
3870,2024-05-01,안락동,10060,4445,5615,39634,19148,20486
3871,2024-05-01,암남동,3922,1705,2217,15193,7337,7856
3872,2024-05-01,양정동,6909,2903,4006,33818,15672,18146
3873,2024-05-01,엄궁동,4273,1952,2321,24237,12040,12197
3874,2024-05-01,연산동,33586,14661,18925,141588,67494,74094
3875,2024-05-01,연지동,5759,2495,3264,25662,12176,13486
3876,2024-05-01,영선동,3903,1668,2235,11087,5334,5753
3877,2024-05-01,영주동,3502,1502,2000,10874,5396,5478
3878,2024-05-01,오륜동,40,17,23,177,84,93
3879,2024-05-01,온천동,17367,7656,9711,84984,40720,44264
3880,2024-05-01,용당동,1937,890,1047,7763,3899,3864
3881,2024-05-01,용호동,19775,8627,11148,80787,38732,42055
3882,2024-05-01,우동,15886,7113,8773,79666,37690,41976
3883,2024-05-01,우암동,4099,1762,2337,12112,5918,6194
3884,2024-05-01,일광읍,4733,2136,2597,29879,14743,15136
3885,2024-05-01,장림동,7612,3483,4129,35822,18223,17599
3886,2024-05-01,장안읍,2673,1215,1458,8758,4748,4010
3887,2024-05-01,장전동,7976,3391,4585,43468,21661,21807
3888,2024-05-01,재송동,11071,4953,6118,58974,28796,30178
3889,2024-05-01,전포동,8676,3693,4983,44061,20843,23218
3890,2024-05-01,정관읍,10379,4404,5975,79393,39309,40084
3891,2024-05-01,좌동,15685,6624,9061,85011,39622,45389
3892,2024-05-01,좌천동,3457,1454,2003,11232,5422,5810
3893,2024-05-01,주례동,10693,4960,5733,50179,25019,25160
3894,2024-05-01,죽동동,182,87,95,393,212,180
3895,2024-05-01,죽림동,183,88,95,393,212,181
3896,2024-05-01,중동,8017,3540,4477,42388,20256,22132
3897,2024-05-01,중앙동,509,238,271,3100,1427,1673
3898,2024-05-01,지사동,1471,686,785,10271,5577,4695
3899,2024-05-01,창선동,81,37,44,223,112,111
3900,2024-05-01,천성동,274,129,144,805,427,379
3901,2024-05-01,철마면,2850,1314,1536,7531,3802,3729
3902,2024-05-01,청룡동,2813,1275,1538,8597,4194,4403
3903,2024-05-01,청학동,6773,2956,3817,21876,10738,11138
3904,2024-05-01,초량동,7170,3065,4105,27832,13593,14239
3905,2024-05-01,초읍동,6338,2709,3629,20335,9781,10554
3906,2024-05-01,초장동,1591,676,915,3795,1901,1894
3907,2024-05-01,충무동,688,291,396,2382,1133,1249
3908,2024-05-01,칠산동,1216,520,695,3385,1635,1750
3909,2024-05-01,토성동,2064,875,1190,7146,3399,3747
3910,2024-05-01,하단동,9359,4117,5242,46235,23207,23028
3911,2024-05-01,학장동,6413,2841,3572,26350,13014,13336
3912,2024-05-01,화명동,13587,6281,7306,84894,41386,43508
3913,2024-05-01,화전동,544,254,290,3794,2060,1734
3914,2024-05-01,회동동,790,377,413,2215,1158,1057
3915,2024-06-01,가야동,8878,3873,5005,34620,17105,17515
3916,2024-06-01,감만동,4537,1978,2559,14578,7336,7242
3917,2024-06-01,감전동,3456,1599,1857,11958,6326,5632
3918,2024-06-01,감천동,7322,3171,4151,22233,10993,11240
3919,2024-06-01,강동동,1696,803,893,5056,2664,2392
3920,2024-06-01,개금동,12563,5469,7094,54759,26309,28450
3921,2024-06-01,거제동,14002,6072,7930,70698,33854,36844
3922,2024-06-01,광복동,81,37,44,221,111,110
3923,2024-06-01,광안동,15210,6357,8853,65881,30325,35556
3924,2024-06-01,괘법동,4644,2240,2404,24376,12536,11840
3925,2024-06-01,괴정동,16190,6966,9224,59318,28538,30780
3926,2024-06-01,구랑동,26,12,14,184,100,84
3927,2024-06-01,구서동,11322,5017,6305,49652,23565,26087
3928,2024-06-01,구평동,2025,967,1058,12412,6352,6060
3929,2024-06-01,구포동,13743,6380,7363,56719,28850,27869
3930,2024-06-01,금곡동,9942,4249,5693,35206,16956,18250
3931,2024-06-01,금사동,1767,845,922,4913,2573,2341
3932,2024-06-01,금성동,300,137,163,913,453,460
3933,2024-06-01,기장읍,12890,5381,7509,51621,25232,26389
3934,2024-06-01,낙민동,4411,1914,2498,18860,9069,9791
3935,2024-06-01,남부민동,4910,2095,2815,12326,6123,6203
3936,2024-06-01,남산동,7305,3164,4141,26291,12811,13480
3937,2024-06-01,남천동,6540,2796,3744,30085,13893,16192
3938,2024-06-01,남포동,327,168,159,806,477,329
3939,2024-06-01,남항동,1219,517,702,3392,1691,1701
3940,2024-06-01,노포동,248,112,135,754,368,386
3941,2024-06-01,녹산동,199,93,107,1385,752,632
3942,2024-06-01,눌차동,228,107,120,670,356,315
3943,2024-06-01,다대동,14674,6643,8031,61537,30504,31033
3944,2024-06-01,당감동,10856,4593,6263,42604,20300,22304
3945,2024-06-01,당리동,6185,2843,3342,24045,11711,12334
3946,2024-06-01,대교동,1219,517,702,3392,1691,1701
3947,2024-06-01,대연동,18726,8050,10676,96563,47093,49470
3948,2024-06-01,대저1동,2365,1193,1172,5804,3211,2593
3949,2024-06-01,대저2동,1852,903,949,6469,3653,2816
3950,2024-06-01,대창동,82,38,45,222,111,111
3951,2024-06-01,대청동,1777,742,1035,5733,2729,3004
3952,2024-06-01,대평동,1219,517,702,3391,1691,1700
3953,2024-06-01,대항동,182,86,96,536,284,251
3954,2024-06-01,덕천동,9910,4200,5710,34159,16787,17372
3955,2024-06-01,덕포동,5420,2495,2925,23653,11956,11697
3956,2024-06-01,동광동,940,409,531,2426,1220,1206
3957,2024-06-01,동대신동,5782,2406,3376,19073,9129,9944
3958,2024-06-01,동삼동,12554,5491,7063,41783,20497,21286
3959,2024-06-01,동선동,411,195,217,1208,641,567
3960,2024-06-01,두구동,642,301,341,1640,872,768
3961,2024-06-01,만덕동,13707,6318,7389,59923,29098,30825
3962,2024-06-01,망미동,10548,4564,5984,35840,17146,18694
3963,2024-06-01,명륜동,3941,1751,2190,26240,12866,13374
3964,2024-06-01,명장동,7543,3351,4192,27071,13091,13980
3965,2024-06-01,명지동,7488,3536,3952,84388,42264,42124
3966,2024-06-01,모라동,10521,4493,6028,35315,17324,17991
3967,2024-06-01,문현동,11184,4732,6452,44130,21630,22500
3968,2024-06-01,미음동,53,24,28,369,200,168
3969,2024-06-01,민락동,6269,2741,3528,27486,13194,14292
3970,2024-06-01,반송동,12270,5081,7190,33444,16445,17000
3971,2024-06-01,반여동,15480,6773,8707,67994,33228,34766
3972,2024-06-01,범방동,119,55,63,831,451,379
3973,2024-06-01,범일동,7182,3120,4062,26680,13110,13570
3974,2024-06-01,범전동,1563,728,835,7851,3879,3972
3975,2024-06-01,범천동,7686,3323,4363,33634,15916,17718
3976,2024-06-01,보수동,3143,1319,1824,10219,4882,5337
3977,2024-06-01,복천동,1812,775,1038,5020,2425,2595
3978,2024-06-01,봉래동,4366,1836,2530,13475,6590,6885
3979,2024-06-01,봉림동,442,213,230,942,510,432
3980,2024-06-01,부곡동,13809,5854,7955,50966,24258,26709
3981,2024-06-01,부민동,987,426,561,4444,2094,2350
3982,2024-06-01,부암동,8857,3916,4941,43828,21346,22482
3983,2024-06-01,부용동,636,274,362,2869,1352,1517
3984,2024-06-01,부전동,3144,1454,1690,20069,9911,10158
3985,2024-06-01,부평동,1512,623,889,4156,1970,2186
3986,2024-06-01,사직동,9677,4172,5505,52246,25200,27046
3987,2024-06-01,삼락동,1620,740,880,5155,2707,2448
3988,2024-06-01,생곡동,106,49,56,739,401,337
3989,2024-06-01,서대신동,6701,2844,3857,29412,13873,15539
3990,2024-06-01,서동,7944,3526,4418,22980,11546,11434
3991,2024-06-01,석대동,45,18,26,122,61,60
3992,2024-06-01,선동,164,77,87,419,223,196
3993,2024-06-01,성북동,366,173,192,1074,570,504
3994,2024-06-01,송정동_강서구,399,186,213,2770,1505,1266
3995,2024-06-01,송정동_해운대구,2807,1181,1626,9240,4456,4784
3996,2024-06-01,수안동,2782,1206,1575,11895,5720,6175
3997,2024-06-01,수영동,4748,2016,2732,13875,6591,7284
3998,2024-06-01,수정동,7543,3069,4474,21114,10068,11046
3999,2024-06-01,식만동,184,88,95,392,212,180
4000,2024-06-01,신선동,2978,1227,1751,7159,3554,3605
4001,2024-06-01,신창동,82,37,44,221,111,110
4002,2024-06-01,신평동,7379,3408,3971,32739,16574,16165
4003,2024-06-01,신호동,1992,929,1064,13850,7524,6327
4004,2024-06-01,아미동,2440,1037,1403,6348,3147,3201
4005,2024-06-01,안락동,10078,4447,5631,39583,19117,20466
4006,2024-06-01,암남동,3937,1708,2229,15186,7348,7838
4007,2024-06-01,양정동,6934,2919,4015,33799,15653,18146
4008,2024-06-01,엄궁동,4298,1962,2336,24167,12007,12160
4009,2024-06-01,연산동,33686,14698,18988,141395,67369,74026
4010,2024-06-01,연지동,5770,2490,3280,25571,12126,13445
4011,2024-06-01,영선동,3904,1665,2239,11043,5316,5727
4012,2024-06-01,영주동,3502,1505,1997,10856,5390,5466
4013,2024-06-01,오륜동,40,17,23,176,83,92
4014,2024-06-01,온천동,17416,7689,9727,84816,40651,44165
4015,2024-06-01,용당동,1930,888,1042,7729,3885,3844
4016,2024-06-01,용호동,19832,8655,11177,80702,38713,41989
4017,2024-06-01,우동,15962,7142,8820,79881,37784,42097
4018,2024-06-01,우암동,4120,1769,2351,12114,5913,6201
4019,2024-06-01,일광읍,4738,2140,2598,29923,14759,15164
4020,2024-06-01,장림동,7642,3495,4147,35768,18177,17591
4021,2024-06-01,장안읍,2680,1216,1464,8764,4745,4019
4022,2024-06-01,장전동,7984,3397,4587,43404,21625,21779
4023,2024-06-01,재송동,11094,4966,6128,58850,28747,30103
4024,2024-06-01,전포동,8680,3686,4994,44050,20832,23218
4025,2024-06-01,정관읍,10401,4407,5994,79284,39259,40025
4026,2024-06-01,좌동,15730,6653,9077,84898,39580,45318
4027,2024-06-01,좌천동,3462,1459,2003,11201,5402,5799
4028,2024-06-01,주례동,10730,4978,5752,50099,24946,25153
4029,2024-06-01,죽동동,183,88,95,392,212,180
4030,2024-06-01,죽림동,184,88,96,392,212,180
4031,2024-06-01,중동,8045,3555,4490,42353,20223,22130
4032,2024-06-01,중앙동,514,240,274,3093,1423,1670
4033,2024-06-01,지사동,1474,688,787,10249,5568,4682
4034,2024-06-01,창선동,81,37,44,221,111,110
4035,2024-06-01,천성동,273,130,144,806,428,378
4036,2024-06-01,철마면,2859,1313,1546,7527,3798,3729
4037,2024-06-01,청룡동,2826,1280,1547,8583,4186,4397
4038,2024-06-01,청학동,6779,2961,3818,21799,10712,11087
4039,2024-06-01,초량동,7187,3070,4117,27825,13579,14246
4040,2024-06-01,초읍동,6429,2750,3679,21185,10227,10958
4041,2024-06-01,초장동,1586,670,916,3779,1891,1888
4042,2024-06-01,충무동,688,292,396,2386,1135,1251
4043,2024-06-01,칠산동,1218,520,697,3374,1630,1744
4044,2024-06-01,토성동,2066,876,1190,7160,3407,3753
4045,2024-06-01,하단동,9380,4123,5257,46194,23173,23021
4046,2024-06-01,학장동,6433,2850,3583,26309,12982,13327
4047,2024-06-01,화명동,13674,6323,7351,84817,41315,43502
4048,2024-06-01,화전동,545,254,291,3786,2057,1730
4049,2024-06-01,회동동,791,378,413,2201,1152,1048
4050,2024-07-01,가야동,8911,3890,5021,34553,17050,17503
4051,2024-07-01,감만동,4531,1972,2559,14497,7293,7204
4052,2024-07-01,감전동,3469,1605,1864,11899,6292,5607
4053,2024-07-01,감천동,7327,3175,4152,22149,10946,11203
4054,2024-07-01,강동동,1719,815,904,5545,2890,2655
4055,2024-07-01,개금동,12619,5506,7113,54654,26266,28388
4056,2024-07-01,거제동,14039,6084,7955,70988,33984,37004
4057,2024-07-01,광복동,82,37,44,221,110,110
4058,2024-07-01,광안동,15237,6358,8879,65741,30232,35509
4059,2024-07-01,괘법동,4660,2247,2413,24352,12517,11835
4060,2024-07-01,괴정동,16238,6989,9249,59253,28523,30730
4061,2024-07-01,구랑동,26,12,14,184,100,83
4062,2024-07-01,구서동,11348,5033,6315,49621,23552,26069
4063,2024-07-01,구평동,2030,966,1064,12419,6354,6065
4064,2024-07-01,구포동,13789,6400,7389,56544,28765,27779
4065,2024-07-01,금곡동,9983,4259,5724,35133,16894,18239
4066,2024-07-01,금사동,1773,846,928,4897,2561,2336
4067,2024-07-01,금성동,301,137,164,912,451,461
4068,2024-07-01,기장읍,12922,5397,7525,51537,25185,26352
4069,2024-07-01,낙민동,4424,1918,2507,18858,9071,9788
4070,2024-07-01,남부민동,4926,2102,2824,12298,6114,6184
4071,2024-07-01,남산동,7328,3182,4146,26186,12762,13424
4072,2024-07-01,남천동,6573,2811,3762,30066,13897,16169
4073,2024-07-01,남포동,326,169,157,804,475,329
4074,2024-07-01,남항동,1222,519,703,3387,1686,1701
4075,2024-07-01,노포동,248,112,136,750,366,383
4076,2024-07-01,녹산동,200,94,107,1380,750,630
4077,2024-07-01,눌차동,227,107,120,671,357,314
4078,2024-07-01,다대동,14774,6697,8077,61437,30453,30984
4079,2024-07-01,당감동,10893,4612,6281,42612,20299,22313
4080,2024-07-01,당리동,6186,2844,3342,23991,11669,12322
4081,2024-07-01,대교동,1222,519,703,3386,1685,1701
4082,2024-07-01,대연동,18810,8082,10728,96831,47222,49609
4083,2024-07-01,대저1동,2369,1196,1173,5797,3206,2591
4084,2024-07-01,대저2동,1859,908,951,6418,3627,2791
4085,2024-07-01,대창동,82,38,45,222,111,111
4086,2024-07-01,대청동,1781,742,1039,5717,2717,3000
4087,2024-07-01,대평동,1221,519,702,3386,1685,1701
4088,2024-07-01,대항동,182,86,96,537,285,251
4089,2024-07-01,덕천동,9933,4206,5727,34136,16792,17344
4090,2024-07-01,덕포동,5442,2505,2937,23666,11950,11716
4091,2024-07-01,동광동,939,408,531,2413,1218,1195
4092,2024-07-01,동대신동,5796,2412,3384,19045,9123,9922
4093,2024-07-01,동삼동,12582,5510,7072,41662,20441,21221
4094,2024-07-01,동선동,411,195,216,1209,643,566
4095,2024-07-01,두구동,644,302,342,1637,869,768
4096,2024-07-01,만덕동,13748,6335,7413,59817,29022,30795
4097,2024-07-01,망미동,10556,4564,5992,35790,17132,18658
4098,2024-07-01,명륜동,3956,1759,2197,26201,12847,13354
4099,2024-07-01,명장동,7552,3353,4199,27059,13083,13976
4100,2024-07-01,명지동,7533,3559,3974,84388,42276,42112
4101,2024-07-01,모라동,10539,4503,6036,35256,17287,17969
4102,2024-07-01,문현동,11211,4748,6463,44077,21587,22490
4103,2024-07-01,미음동,53,24,28,368,200,167
4104,2024-07-01,민락동,6287,2752,3535,27478,13205,14273
4105,2024-07-01,반송동,12271,5088,7184,33321,16385,16937
4106,2024-07-01,반여동,15590,6832,8758,68482,33487,34995
4107,2024-07-01,범방동,120,57,63,828,450,378
4108,2024-07-01,범일동,7194,3129,4065,26652,13088,13564
4109,2024-07-01,범전동,1549,724,825,7776,3843,3933
4110,2024-07-01,범천동,7685,3325,4360,33498,15862,17636
4111,2024-07-01,보수동,3145,1316,1829,10200,4873,5327
4112,2024-07-01,복천동,1819,777,1042,5004,2416,2589
4113,2024-07-01,봉래동,4363,1833,2530,13432,6569,6863
4114,2024-07-01,봉림동,441,212,230,941,511,431
4115,2024-07-01,부곡동,13835,5852,7983,50801,24172,26630
4116,2024-07-01,부민동,989,428,561,4434,2090,2344
4117,2024-07-01,부암동,8902,3937,4965,43948,21392,22556
4118,2024-07-01,부용동,638,276,362,2862,1349,1513
4119,2024-07-01,부전동,3150,1458,1692,20030,9898,10132
4120,2024-07-01,부평동,1514,622,892,4142,1960,2182
4121,2024-07-01,사직동,9743,4206,5537,52558,25374,27184
4122,2024-07-01,삼락동,1619,740,879,5129,2698,2431
4123,2024-07-01,생곡동,106,49,56,736,400,335
4124,2024-07-01,서대신동,6721,2846,3875,29415,13875,15540
4125,2024-07-01,서동,7944,3534,4410,22843,11484,11359
4126,2024-07-01,석대동,45,18,26,121,60,60
4127,2024-07-01,선동,164,77,87,418,222,196
4128,2024-07-01,성북동,365,173,192,1075,572,504
4129,2024-07-01,송정동_강서구,401,187,214,2760,1501,1260
4130,2024-07-01,송정동_해운대구,2813,1182,1631,9187,4435,4752
4131,2024-07-01,수안동,2790,1209,1580,11895,5721,6173
4132,2024-07-01,수영동,4748,2019,2729,13870,6591,7279
4133,2024-07-01,수정동,7546,3070,4476,21084,10060,11024
4134,2024-07-01,식만동,183,88,95,392,213,179
4135,2024-07-01,신선동,2969,1228,1741,7105,3537,3568
4136,2024-07-01,신창동,82,38,45,221,111,111
4137,2024-07-01,신평동,7395,3412,3983,32666,16527,16139
4138,2024-07-01,신호동,2001,935,1066,13801,7504,6298
4139,2024-07-01,아미동,2436,1035,1401,6330,3136,3194
4140,2024-07-01,안락동,10108,4459,5649,39472,19070,20402
4141,2024-07-01,암남동,3962,1712,2250,15134,7323,7811
4142,2024-07-01,양정동,6960,2925,4035,33690,15578,18112
4143,2024-07-01,엄궁동,4302,1961,2341,24058,11938,12120
4144,2024-07-01,연산동,33781,14712,19069,141204,67251,73953
4145,2024-07-01,연지동,5800,2515,3285,25531,12107,13424
4146,2024-07-01,영선동,3907,1666,2241,11013,5296,5717
4147,2024-07-01,영주동,3514,1514,2000,10823,5373,5450
4148,2024-07-01,오륜동,40,17,23,176,83,92
4149,2024-07-01,온천동,17458,7709,9749,84637,40574,44063
4150,2024-07-01,용당동,1938,893,1045,7716,3880,3836
4151,2024-07-01,용호동,19882,8681,11201,80565,38653,41912
4152,2024-07-01,우동,16049,7175,8874,80157,37908,42249
4153,2024-07-01,우암동,4133,1775,2358,12088,5897,6191
4154,2024-07-01,일광읍,4756,2147,2609,29919,14769,15150
4155,2024-07-01,장림동,7675,3516,4159,35728,18160,17568
4156,2024-07-01,장안읍,2692,1223,1469,8744,4735,4009
4157,2024-07-01,장전동,7995,3401,4594,43371,21605,21766
4158,2024-07-01,재송동,11138,4988,6150,58774,28687,30087
4159,2024-07-01,전포동,8694,3687,5007,43939,20765,23174
4160,2024-07-01,정관읍,10426,4421,6005,79188,39201,39987
4161,2024-07-01,좌동,15784,6670,9114,84719,39478,45241
4162,2024-07-01,좌천동,3469,1463,2006,11186,5403,5783
4163,2024-07-01,주례동,10780,5002,5778,49997,24878,25119
4164,2024-07-01,죽동동,183,87,95,392,212,179
4165,2024-07-01,죽림동,184,88,96,392,213,179
4166,2024-07-01,중동,8095,3578,4517,42361,20220,22141
4167,2024-07-01,중앙동,512,237,275,3106,1425,1681
4168,2024-07-01,지사동,1481,692,789,10213,5553,4660
4169,2024-07-01,창선동,82,37,44,221,111,110
4170,2024-07-01,천성동,274,130,144,806,429,377
4171,2024-07-01,철마면,2868,1318,1550,7512,3787,3725
4172,2024-07-01,청룡동,2829,1282,1547,8534,4167,4368
4173,2024-07-01,청학동,6795,2967,3828,21765,10705,11060
4174,2024-07-01,초량동,7210,3090,4120,27797,13575,14222
4175,2024-07-01,초읍동,6479,2759,3720,21589,10418,11171
4176,2024-07-01,초장동,1582,670,912,3763,1882,1881
4177,2024-07-01,충무동,692,291,401,2394,1136,1258
4178,2024-07-01,칠산동,1222,522,700,3364,1623,1740
4179,2024-07-01,토성동,2078,875,1203,7184,3410,3774
4180,2024-07-01,하단동,9436,4144,5292,46133,23157,22976
4181,2024-07-01,학장동,6453,2854,3599,26270,12953,13317
4182,2024-07-01,화명동,13738,6369,7369,84697,41264,43433
4183,2024-07-01,화전동,547,256,292,3772,2051,1722
4184,2024-07-01,회동동,794,378,415,2194,1148,1046
4185,2024-08-01,가야동,8940,3908,5032,34517,17037,17480
4186,2024-08-01,감만동,4523,1970,2553,14413,7244,7169
4187,2024-08-01,감전동,3475,1608,1867,11835,6259,5576
4188,2024-08-01,감천동,7357,3193,4164,22073,10911,11162
4189,2024-08-01,강동동,1753,831,922,6163,3192,2971
4190,2024-08-01,개금동,12683,5533,7150,54555,26198,28357
4191,2024-08-01,거제동,14093,6089,8004,71121,34034,37087
4192,2024-08-01,광복동,82,37,44,219,109,109
4193,2024-08-01,광안동,15280,6380,8900,65646,30181,35465
4194,2024-08-01,괘법동,4671,2255,2416,24315,12501,11814
4195,2024-08-01,괴정동,16302,7011,9291,59141,28457,30684
4196,2024-08-01,구랑동,26,12,14,183,99,83
4197,2024-08-01,구서동,11398,5047,6351,49504,23475,26029
4198,2024-08-01,구평동,2037,968,1069,12390,6330,6060
4199,2024-08-01,구포동,13874,6449,7425,56359,28683,27676
4200,2024-08-01,금곡동,10034,4275,5759,35074,16868,18206
4201,2024-08-01,금사동,1778,850,929,4884,2553,2332
4202,2024-08-01,금성동,301,139,162,911,451,460
4203,2024-08-01,기장읍,12969,5427,7542,51390,25101,26289
4204,2024-08-01,낙민동,4443,1921,2522,18840,9046,9795
4205,2024-08-01,남부민동,4924,2096,2828,12250,6080,6170
4206,2024-08-01,남산동,7372,3202,4170,26115,12729,13386
4207,2024-08-01,남천동,6594,2819,3775,30065,13884,16181
4208,2024-08-01,남포동,325,169,156,803,473,330
4209,2024-08-01,남항동,1223,521,702,3372,1680,1692
4210,2024-08-01,노포동,249,113,136,749,366,382
4211,2024-08-01,녹산동,202,95,107,1378,750,628
4212,2024-08-01,눌차동,228,107,120,670,356,314
4213,2024-08-01,다대동,14809,6713,8096,61318,30380,30938
4214,2024-08-01,당감동,10938,4637,6301,42627,20319,22308
4215,2024-08-01,당리동,6222,2858,3364,23939,11642,12297
