Event,actual_mean,predicted_mean,count,normal_mean,change_pct
태풍_영향,2.4277777777777776,2.4277773649157695,1080,,
공휴일,0.7537570492303003,,32805,0.8646232439335888,-12.822471204243039
해수욕장_개장,1.9785575048732944,,1539,0.8099181157420186,144.29087626368846
