max_depth,learning_rate,n_estimators,mean_rmse,std_rmse,mean_mae,std_mae,mean_r2,std_r2
6,0.05,700,1.277587242842241,0.08700279075493211,0.7243867381130795,0.06815917812064122,0.40775528135561856,0.0742057443379124
